Protein Domain,AI Domain,Degree,Betweeness,Eigen Closness,Trails,Drugs,Cosmic,Cancer gene,Publications,Class
0,0,0.005263158,0.00023964,5.90E-06,0,0,0,0,0,-1
0,0,0.001315789,0,3.41E-06,0,0,0,0,0,-1
0.333333333,0,0.180263158,0.007228994,0.001404928,0,0,0,0,0.001853568,-1
0.333333333,0,0.003947368,0.002855856,1.26E-07,0,0,0,0,0,-1
1,0,0.010526316,0.000184685,3.99E-06,0,0,0,0,0,-1
0,0,0.017105263,0.00048018,4.88E-05,0,0,0,0,0,-1
0.4,0,0.043421053,0.005207207,3.62E-05,0,0,0,0,0,-1
0,0,0.013157895,0.001414414,1.18E-06,0,0,0,0,0,-1
0,0,0.163157895,0.001563483,0.025953528,0,0,0,0,0.000463392,-1
1,0,0.010526316,0.000620721,6.45E-07,0,0,0,0,0,-1
0,0,0.026315789,0.004279279,5.48E-06,0,0,0,0,0.003707136,-1
0.647058824,0,0.014473684,0.000223423,8.56E-05,0,0,0,0,0,-1
0,0,0.078947368,0.002774775,1.83E-04,0,0,0,0,0,-1
0,0,0.001315789,0,2.67E-11,0,0,0,0,0.000463392,-1
1,0,0.061842105,0.005225225,5.62E-05,0,0,0,0,0,-1
0,0,0.146052632,0.005740495,0.001957095,0,0,0,0,0,-1
0,0,0.044736842,0.000627898,0.001850463,0,0,0,0,0,-1
0,0,0.042105263,0.003162162,3.69E-05,0,0,0,0,0,-1
0,0,0.009210526,1.66E-05,1.65E-04,0,0,0,0,0,-1
0,0,0.051315789,0.015585586,4.77E-04,0,0,0,0,0,-1
0,0,0.017105263,8.52E-05,1.35E-06,0,0,0,0,0,-1
0,0,0.013157895,0.000230631,4.17E-05,0,0,0,0,0.000463392,-1
0.181818182,0,0.160526316,0.005600541,0.020833137,0,0,0,0,0,-1
0,0,0.001315789,0,1.55E-06,0,0,0,0,0,-1
0,0,0.042105263,0.003504505,8.43E-05,0,0,0,0,0.000463392,-1
0,0,0.009210526,4.65E-05,3.13E-07,0,0,0,0,0,-1
0,0,0.011842105,3.37E-05,2.88E-05,0,0,0,0,0.000463392,-1
0,0,0.002631579,7.77E-05,6.57E-08,0,0,0,0,0.000463392,-1
0,0,0.001315789,0,1.05E-07,0,0,0,0,0.000463392,-1
0,0,0.046052632,0.004972973,1.40E-05,0,0,0,0,0,-1
0,0,0.001315789,0,1.28E-09,0,0,0,0,0,-1
0,0,0.023684211,0.002171171,2.89E-05,0,0,0,0,0,-1
1,0,0.106578947,0.004680901,0.002708784,0,0,0,0,0.000926784,-1
0,0,0.001315789,0,8.93E-08,0,0,0,0,0.000926784,-1
0,0,0.001315789,0,5.17E-07,0,0,0,0,0,-1
0.166666667,0,0.086842105,0.00781982,4.08E-04,0,0,0,0,0,-1
0,0,0.060526316,0.005468468,2.73E-05,0,0,0,0,0,-1
0,0,0.003947368,8.65E-06,4.19E-07,0,0,0,0,0,-1
0.050314465,0,0.005263158,0,1.55E-05,0,0,0,0,0.00231696,-1
0,0,0.002631579,0,1.26E-06,0,0,0,0,0,-1
1,0,0.122368421,0.033153153,7.49E-05,0,0,0,0,0,-1
0.2,0,0.082894737,0.004567568,9.39E-05,0,0,0,0,0.000926784,-1
0,0,0.023684211,0.000587387,3.44E-07,0,0,0,0,0,-1
0,0,0.053947368,0.002315315,5.04E-06,0,0,0,0,0,-1
0,0,0.168421053,0.014658189,0.014622125,0,0,0,0,0,-1
0,0,0.068421053,0.01018018,3.40E-05,0,0,0,0,0.000463392,-1
0.5,0,0.007894737,0.003234234,5.63E-07,0,0,0,0,0,-1
0.444444444,0,0.031578947,0.000691892,1.94E-06,0,0,0,0,0,-1
0,0,0.015789474,0.005441441,2.25E-05,0,0,0,0,0,-1
0,0,0.046052632,0.002792793,4.90E-06,0,0,0,0,0.000463392,-1
0,0,0.013157895,0.000766667,2.30E-05,0,0,0,0,0.000463392,-1
0,0,0.005263158,0,2.32E-06,0,0,0,0,0,-1
1,0,0.001315789,0,2.07E-07,0,0,0,0,0,-1
0.75,0,0.003947368,0,1.24E-06,0,0,0,0,0,-1
0,0,0.009210526,8.86E-05,2.75E-06,0,0,0,0,0,-1
0,0,0.102631579,0.00990991,6.54E-04,0,0,0,0,0.000463392,-1
0,0,0.019736842,0.000311712,1.40E-04,0,0,0,0,0.000926784,-1
0,0,0.040789474,0.005117117,2.79E-05,0,0,0,0,0.00231696,-1
0,0,0.047368421,2.34E-06,5.68E-05,0,0,0,0,0,-1
0.5,0,0.006578947,0,6.91E-08,0,0,0,0,0,-1
0,0,0.034210526,0.001369369,4.40E-05,0,0,0,0,0.000463392,-1
0,0,0.023684211,0,1.46E-06,0,0,0,0,0,-1
0,0,0.019736842,0,1.31E-05,0,0,0,0,0.000926784,-1
0.5,0,0.007894737,1.26E-06,1.36E-06,0,0,0,0,0.001390176,-1
0,0,0.089473684,0.001621622,6.42E-04,0,0,0,0,0,-1
0,0,0.034210526,4.86E-05,3.41E-04,0,0,0,0,0,-1
0.5,0,0.001315789,0,2.12E-09,0,0,0,0,0.000463392,-1
0,0,0.007894737,0.000533333,6.82E-07,0,0,0,0,0,-1
0,0,0.035526316,0.008972973,3.61E-05,0,0,0,0,0.000463392,-1
0.75,0,0.003947368,0.022882883,6.73E-11,0,0,0,0,0,-1
1,0,0.026315789,0.006612613,3.91E-06,0,0,0,0,0,-1
0.5,0,0.247368421,0.004705946,0.034991848,0,0,0,0,0.000463392,-1
0,0,0.017105263,0.000386486,1.74E-06,0,0,0,0,0,-1
0,0,0.005263158,0.000579279,1.56E-05,0,0,0,0,0.000463392,-1
0,0,0.025,0.000918919,4.98E-05,0,0,0,0,0,-1
1,0,0.028947368,0.000872072,3.89E-04,0,0,0,0,0.000926784,-1
0,0,0.021052632,0.001333333,4.09E-05,0,0,0,0,0.000926784,-1
0,0,0.017105263,0.000372072,1.85E-05,0,0,0,0,0,-1
0,0,0.002631579,0,1.37E-09,0,0,0,0,0.000463392,-1
0,0,0.009210526,0.002432432,5.87E-07,0,0,0,0,0,-1
0.666666667,0,0.002631579,0.000190991,9.49E-08,0,0,0,0,0,-1
0,0,0.022368421,0.001135135,2.44E-05,0,0,0,0,0,-1
0,0,0.013157895,0.001189189,3.38E-05,0,0,0,0,0,-1
0,0,0.010526316,0.00065045,5.21E-06,0,0,0,0,0,-1
0,0,0.006578947,0,1.00E-06,0,0,0,0,0.000463392,-1
0.555555556,0,0.009210526,0.000614414,2.43E-06,0,0,0,0,0,-1
0,0,0.007894737,0.000832432,4.70E-07,0,0,0,0,0.004170528,-1
0,0,0.040789474,0.003657658,4.51E-04,0,0,0,0,0.002780352,-1
0,0,0.019736842,0.001108108,4.24E-05,0,0,0,0,0.000463392,-1
0,0,0.088157895,0.018018018,9.15E-05,0,0,0,0,0.001390176,-1
0,0,0.042105263,0.001323303,0.001950595,0,0,0,0,0,-1
1,0,0.017105263,0.000127027,6.21E-10,0,0,0,0,0,-1
0.333333333,0,0.014473684,0.000265766,8.69E-05,0,0,0,0,0,-1
0,0,0.261842105,0.002957015,0.058795878,0,0,0,0,0,-1
1,0,0.040789474,0.000184685,3.08E-04,0,0,0,0,0,-1
0.666666667,0,0.035526316,0.001585586,1.26E-05,0,0,0,0,0,-1
0,0,0.011842105,0.002297297,1.72E-06,0,0,0,0,0,-1
0.538461538,0,0.019736842,0.001189189,9.88E-04,0,0,0,0,0.000926784,-1
0,0,0.123684211,0.003189189,5.40E-04,0,0,0,0,0.016682113,-1
0,0,0.010526316,0,1.37E-06,0,0,0,0,0,-1
0,0,0.021052632,0.000598198,5.79E-06,0,0,0,0,0,-1
0,0,0.052631579,0.004,1.08E-05,0,0,0,0,0,-1
0,0,0.069736842,0.003423423,2.95E-04,0,0,0,0,0,-1
1,0,0.047368421,0.00581982,1.04E-05,0,0,0,0,0,-1
0,0,0.003947368,0,2.54E-07,0,0,0,0,0,-1
0,0,0.011842105,0.000803874,0.001203756,0,0,0,0,0.000463392,-1
0.25,0,0.080263158,0.010810811,6.62E-05,0,0,0,0,0,-1
0,0,0.014473684,1.20E-07,2.44E-05,0,0,0,0,0,-1
0,0,0.001315789,0,4.37E-44,0,0,0,0,0,-1
0,0,0.057894737,0.009092853,0.001110477,0,0,0,0,0.000463392,-1
0.666666667,0,0.002631579,0,1.02E-07,0,0,0,0,0,-1
0.826086957,0,0.021052632,0.001567568,2.72E-05,0,0,0,0,0,-1
0,0,0.030263158,0.004540541,1.91E-05,0,0,0,0,0,-1
0,0,0.064473684,0.001837838,3.41E-04,0,0,0,0,0,-1
0,0,0.007894737,0.000788288,8.16E-04,0,0,0,0,0,-1
0,0,0.006578947,0,3.98E-06,0,0,0,0,0,-1
0,0,0.001315789,0,5.92E-07,0,0,0,0,0,-1
0,0,0.003947368,0.000113514,3.42E-06,0,0,0,0,0.001390176,-1
0,0,0.001315789,0,3.95E-09,0,0,0,0,0,-1
0,0,0.028947368,0.001594595,5.90E-05,0,0,0,0,0,-1
1,0,0.034210526,0.000645045,1.34E-04,0,0,0,0,0.000463392,-1
0,0,0.002631579,0,5.63E-06,0,0,0,0,0,-1
1,0,0.001315789,0,5.13E-44,0,0,0,0,0,-1
0,0,0.305263158,0.076948955,0.001034845,0,0,0,0,0,-1
0,0,0.003947368,0.000581982,2.97E-06,0,0,0,0,0,-1
0,0,0.042105263,0.001540541,6.70E-05,0,0,0,0,0.000926784,-1
0.5,0,0.010526316,0.001216216,6.89E-07,0,0,0,0,0,-1
0,0,0.069736842,0.000206306,6.13E-04,0,0,0,0,0,-1
1,0,0.005263158,0.004306306,3.91E-07,0,0,0,0,0,-1
0,0,0.056578947,0.013513514,5.73E-04,0,0,0,0,0.00463392,-1
0,0,0.044736842,0.011891892,2.67E-05,0,0,0,0,0,-1
0.5,0,0.006578947,0.002855856,1.19E-05,0,0,0,0,0,-1
0,0,0.002631579,1.99E-05,5.80E-09,0,0,0,0,0,-1
0,0,0.011842105,0.000665766,3.79E-06,0,0,0,0,0,-1
0,0,0.001315789,0,6.13E-09,0,0,0,0,0,-1
0,0,0.021052632,0.000299099,2.57E-05,0,0,0,0,0.000463392,-1
0,0,0.109210526,0.005963964,6.38E-04,0,0,0,0,0.000463392,-1
0.666666667,0,0.056578947,0.002954955,2.17E-04,0,0,0,0,0,-1
0,0,0.015789474,0.000495495,1.54E-06,0,0,0,0,0.00695088,-1
0,0,0.001315789,0,8.75E-10,0,0,0,0,0,-1
0.5,0,0.056578947,0.000222523,2.74E-05,0,0,0,0,0.000926784,-1
1,0,0.005263158,3.87E-05,2.61E-06,0,0,0,0,0,-1
0.777777778,0,0.065789474,0.006063063,3.65E-05,0,0,0,0,0.001853568,-1
0,0,0.003947368,0.000330631,1.51E-07,0,0,0,0,0.000926784,-1
0,0,0.064473684,0.003324324,1.82E-04,0,0,0,0,0,-1
0.5,0,0.001315789,0,1.57E-06,0,0,0,0,0,-1
0,0,0.014473684,4.92E-05,2.00E-05,0,0,0,0,0,-1
1,0,0.003947368,1.30E-05,1.42E-07,0,0,0,0,0,-1
0,0,0.014473684,0.00109009,4.83E-04,0,0,0,0,0.000926784,-1
0,0,0.014473684,0.000156757,9.29E-05,0,0,0,0,0.001390176,-1
0.75,0,0.014473684,0.000436036,2.26E-05,0,0,0,0,0,-1
0,0,0.027631579,0.003828829,1.33E-05,0,0,0,0,0,-1
0.2,0,0.094736842,0.012882883,1.08E-04,0,0,0,0,0,-1
0,0,0.001315789,0,1.05E-07,0,0,0,0,0,-1
0,0,0.005263158,3.27E-05,1.47E-05,0,0,0,0,0.000463392,-1
0.5,0,0.117105263,0.011775972,0.007374994,0,0,0,0,0.001390176,-1
0,0,0.002631579,0,7.99E-08,0,0,0,0,0,-1
0.25,0,0.122368421,0.008387387,2.76E-04,0,0,0,0,0.00231696,-1
0,0,0.001315789,0,6.54E-13,0,0,0,0,0,-1
0,0,0.044736842,0.00017027,9.05E-06,0,0,0,0,0,-1
0,0,0.010526316,0.000393694,4.55E-06,0,0,0,0,0.000926784,-1
0,0,0.130263158,7.93E-06,0.017404751,0,0,0,0,0,-1
0.125,0,0.101315789,0.004342342,2.50E-04,0,0,0,0,0.006024096,-1
0,0,0.075,0.00281982,1.33E-04,0,0,0,0,0,-1
0,0,0.003947368,1.98E-06,5.25E-06,0,0,0,0,0,-1
0.5,0,0.006578947,3.03E-05,3.63E-06,0,0,0,0,0,-1
0.272727273,0,0.009210526,0.003153153,1.53E-06,0,0,0,0,0,-1
0,0,0.002631579,0.000133333,8.10E-06,0,0,0,0,0,-1
0,0,0.001315789,0,1.44E-42,0,0,0,0,0,-1
0,0,0.106578947,0.00281982,2.72E-05,0,0,0,0,0.001853568,-1
0,0,0.047368421,0.005315495,0.00841472,0,0,0,0,0.000926784,-1
0,0,0.011842105,0,2.96E-05,0,0,0,0,0,-1
0.2,0,0.003947368,9.73E-05,1.74E-07,0,0,0,0,0,-1
0,0,0.005263158,1.17E-05,9.32E-06,0,0,0,0,0.000463392,-1
0,0,0.156578947,0.00183952,0.003395294,0,0,0,0,0.000463392,-1
0,0,0.014473684,0.002108108,9.85E-06,0,0,0,0,0.000463392,-1
0,0,0.035526316,0.005162162,1.42E-04,0,0,0,0,0.001853568,-1
0,0,0.011842105,0,4.76E-07,0,0,0,0,0,-1
0,0,0.039473684,0.007099099,1.71E-05,0,0,0,0,0.000463392,-1
0,0,0.077631579,0.012162162,3.16E-04,0,0,0,0,0.000463392,-1
0,0,0.001315789,0,8.39E-42,0,0,0,0,0,-1
1,0,0.032894737,0.011351351,5.32E-04,0,0,0,0,0,-1
0.5,0,0.023684211,0.000754955,6.52E-06,0,0,0,0,0.000463392,-1
0,0,0.003947368,0.002855856,6.34E-06,0,0,0,0,0.000926784,-1
1,0,0.018421053,0.001288288,8.88E-04,0,0,0,0,0,-1
0.2,0,0.013157895,0.000427027,3.12E-05,0,0,1,0,0,-1
0,0,0.009210526,0.000159459,1.29E-05,0,0,0,0,0.000926784,-1
0,0,0.022368421,5.41E-07,2.77E-05,0,0,0,0,0,-1
0,0,0.006578947,5.20E-05,7.86E-08,0,0,0,0,0,-1
1,0,0.021052632,0.002126126,2.40E-04,0,0,0,0,0.000463392,-1
0,0,0.001315789,0,1.18E-06,0,0,0,0,0,-1
0.5,0,0.007894737,0.004477477,5.38E-05,0,0,0,0,0.001390176,-1
0,0,0.022368421,0.000883784,1.21E-05,0,0,0,0,0.000463392,-1
0.25,0,0.014473684,0.000504505,6.82E-04,0,0,0,0,0.000463392,-1
1,0,0.001315789,0,3.43E-42,0,0,0,0,0,-1
0,0,0.052631579,0.006297297,4.76E-05,0,0,0,0,0,-1
0,0,0.147368421,0.002021802,0.0196401,0,0,0,0,0.000463392,-1
1,0,0.001315789,0,1.19E-06,0,0,0,0,0.000463392,-1
0,0,0.027631579,0.000881081,1.40E-05,0,0,0,0,0.000463392,-1
0,0,0.088157895,0.002918919,1.55E-05,0,0,0,0,0,-1
0,0,0.219736842,0.00545961,0.041568419,0,0,0,0,0,-1
0,0,0.003947368,0.000236036,6.20E-07,0,0,0,0,0,-1
0,0,0.005263158,0.002873874,4.73E-06,0,0,0,0,0,-1
0,0,0.088157895,0.003225225,1.32E-04,0,0,0,0,0.003243744,-1
0,0,0.010526316,0,3.61E-06,0,0,0,0,0,-1
1,0,0.007894737,0,3.65E-05,0,0,0,0,0,-1
0.166666667,0,0.026315789,0.000532432,4.13E-04,0,0,0,0,0,-1
0.25,0,0.036842105,0.001144144,5.81E-04,0,0,0,0,0.001390176,-1
0,0,0.002631579,0,2.79E-06,0,0,0,0,0.000463392,-1
0.25,0,0.040789474,0.000535135,1.92E-05,0,0,0,0,0.000463392,-1
0,0,0.002631579,9.01E-07,7.07E-08,0,0,0,0,0,-1
0,0,0.006578947,0.000505405,2.66E-06,0,0,0,0,0,-1
1,0,0.009210526,0.000422523,5.78E-07,0,0,0,0,0.000463392,-1
0,0,0.001315789,0,5.77E-10,0,0,0,0,0,-1
1,0,0.101315789,0.026036036,3.02E-04,0,0,0,0,0.001853568,-1
0,0,0.017105263,0.001369369,2.24E-05,0,0,0,0,0.006487488,-1
0,0,0.009210526,0.008621622,1.29E-08,0,0,0,0,0,-1
0,0,0.003947368,0.001702703,6.07E-06,0,0,0,0,0.000463392,-1
1,0,0.028947368,0.005162162,1.49E-05,0,0,0,0,0.000926784,-1
0,0,0.063157895,0.00981982,8.51E-04,0,0,0,0,0.00463392,-1
0,0,0.140789474,0.002456126,0.00343825,0,0,0,0,0.000463392,-1
0,0,0.121052632,0.014774775,2.22E-04,0,0,0,0,0.009267841,-1
0.1,0,0.148684211,0.032566066,0.012149895,0,0,0,0,0,-1
0.6,0,0.088157895,0.00263964,1.05E-05,0,0,0,0,0.000463392,-1
0,0,0.110526316,0.017747748,7.57E-04,0,0,0,0,0,-1
0,0,0.223684211,0.015675676,6.77E-04,0,0,0,0,0.007414272,-1
0,0,0.040789474,0.004135135,3.76E-05,0,0,0,0,0,-1
0,0,0.001315789,0,1.38E-08,0,0,0,0,0,-1
0,0,0.010526316,0.000101802,6.13E-06,0,0,0,0,0.001853568,-1
0,0,0.022368421,0.001585586,1.02E-05,0,0,0,0,0.001853568,-1
0,0,0.022368421,0.00163964,1.73E-04,0,0,0,0,0,-1
0,0,0.003947368,0.002855856,4.30E-05,0,0,0,0,0,-1
0.5,0,0.010526316,0.001396396,5.66E-07,0,0,0,0,0,-1
0,0,0.027631579,0.004432432,4.35E-09,0,0,0,0,0,-1
0,0,0.061842105,0.011891892,4.15E-04,0,0,0,0,0.00463392,-1
0,0,0.003947368,1.08E-05,6.79E-07,0,0,0,0,0.000926784,-1
0.5,0,0.013157895,0.002144144,2.33E-07,0,0,0,0,0,-1
0,0,0.003947368,0,3.26E-06,0,0,0,0,0.000926784,-1
0,0,0.005263158,0.000144144,3.92E-05,0,0,0,0,0,-1
0,0,0.042105263,0.002127718,0.001070381,0,0,0,0,0.002780352,-1
0,0,0.011842105,0.000626126,5.35E-05,0,0,0,0,0,-1
0,0,0.013157895,0.002324324,3.85E-06,0,0,0,0,0.000463392,-1
0,0,0.002631579,0,6.69E-36,0,0,0,0,0,-1
1,0,0.042105263,0.002216216,5.61E-05,0,0,0,0,0,-1
0.333333333,0,0.042105263,0.001585586,5.23E-04,0,0,0,0,0.000463392,-1
0.333333333,0,0.006578947,2.50E-05,4.58E-07,0,0,0,0,0,-1
0,0,0.003947368,0.000243243,6.31E-07,0,0,0,0,0,-1
0,0,0.001315789,0,4.50E-08,0,0,0,0,0.000926784,-1
0.666666667,0,0.119736842,0.004765766,1.14E-04,0,0,0,0,0.00463392,-1
0,0,0.001315789,0,3.09E-09,0,0,0,0,0,-1
0,0,0.007894737,0,4.27E-05,0,0,0,0,0.000463392,-1
0,0,0.001315789,0,3.18E-08,0,0,0,0,0,-1
0,0,0.023684211,0.000963964,1.61E-04,0,0,0,0,0.000463392,-1
1,0,0.068421053,0.00070991,2.02E-05,0,0,0,0,0,-1
0,0,0.027631579,0.003405405,2.81E-05,0,0,0,0,0,-1
0.5,0,0.256578947,0.007774925,0.033688013,0,0,0,0,0.000463392,-1
0,0,0.15,0.000373844,0.021704158,0,0,0,0,0,-1
0,0,0.001315789,0,5.75E-06,0,0,0,0,0,-1
0,0,0.001315789,0,4.29E-08,0,0,0,0,0.000926784,-1
0,0,0.003947368,7.51E-05,2.97E-06,0,0,0,0,0,-1
1,0,0.038157895,9.19E-06,6.05E-05,0,0,0,0,0,-1
1,0,0.002631579,5.91E-05,1.42E-05,0,0,0,0,0.003243744,-1
0.944444444,0,0.021052632,0.001009009,5.94E-06,0,0,0,0,0,-1
0.142857143,1,0.013157895,0.000418919,2.21E-05,0,0,0,0,0,-1
0,0,0.001315789,0,5.12E-08,0,0,0,0,0,-1
0,0,0.002631579,2.34E-05,9.78E-08,0,0,0,0,0,-1
1,0,0.009210526,0.000164865,3.24E-05,0,0,0,0,0,-1
0,0,0.002631579,3.98E-05,1.34E-06,0,0,0,0,0,-1
0,0,0.003947368,4.55E-05,8.81E-07,0,0,0,0,0,-1
0,0,0.159210526,0.008937417,0.040001677,0,0,0,0,0,-1
0,0,0.003947368,3.60E-07,5.03E-38,0,0,0,0,0,-1
0,0,0.001315789,0,4.66E-07,0,0,0,0,0,-1
0,0,0.005263158,0.00209009,5.71E-05,0,0,0,0,0,-1
0,0,0.005263158,0.0004,9.52E-07,0,0,0,0,0,-1
0.571428571,0,0.018421053,0.000647748,4.57E-05,0,0,0,0,0,-1
1,0,0.031578947,0.002252252,2.42E-05,0,0,0,0,0.007414272,-1
